chunk_id,combination_id,permutation_index,components,values,assembled_text
CHUNK6,chunk6_perm_058,58,T1|T11|T12,rhino named Ruby|carniverous plants|rare medical books,rhino named Ruby carniverous plants rare medical books
CHUNK6,chunk6_perm_059,59,T1|T11|T12,rhino named Ruby|carniverous plants|office staplers,rhino named Ruby carniverous plants office staplers
CHUNK6,chunk6_perm_060,60,T1|T11|T12,rhino named Ruby|pickled brains|open pitchers of milk,rhino named Ruby pickled brains open pitchers of milk
CHUNK6,chunk6_perm_061,61,T1|T11|T12,rhino named Ruby|pickled brains|vinyl records,rhino named Ruby pickled brains vinyl records
CHUNK6,chunk6_perm_062,62,T1|T11|T12,rhino named Ruby|pickled brains|venomous snakes,rhino named Ruby pickled brains venomous snakes
CHUNK6,chunk6_perm_063,63,T1|T11|T12,rhino named Ruby|pickled brains|rusty chainsaws,rhino named Ruby pickled brains rusty chainsaws
CHUNK6,chunk6_perm_064,64,T1|T11|T12,rhino named Ruby|pickled brains|flaming teddy bears,rhino named Ruby pickled brains flaming teddy bears
CHUNK6,chunk6_perm_065,65,T1|T11|T12,rhino named Ruby|pickled brains|ripe pineapples,rhino named Ruby pickled brains ripe pineapples
CHUNK6,chunk6_perm_066,66,T1|T11|T12,rhino named Ruby|pickled brains|hamsters in tiny tuxedos,rhino named Ruby pickled brains hamsters in tiny tuxedos
CHUNK6,chunk6_perm_067,67,T1|T11|T12,rhino named Ruby|pickled brains|polished bowling balls,rhino named Ruby pickled brains polished bowling balls
CHUNK6,chunk6_perm_068,68,T1|T11|T12,rhino named Ruby|pickled brains|rare medical books,rhino named Ruby pickled brains rare medical books
CHUNK6,chunk6_perm_069,69,T1|T11|T12,rhino named Ruby|pickled brains|office staplers,rhino named Ruby pickled brains office staplers
CHUNK6,chunk6_perm_070,70,T1|T11|T12,rhino named Ruby|slippery fish|open pitchers of milk,rhino named Ruby slippery fish open pitchers of milk
CHUNK6,chunk6_perm_071,71,T1|T11|T12,rhino named Ruby|slippery fish|vinyl records,rhino named Ruby slippery fish vinyl records
CHUNK6,chunk6_perm_072,72,T1|T11|T12,rhino named Ruby|slippery fish|venomous snakes,rhino named Ruby slippery fish venomous snakes
CHUNK6,chunk6_perm_073,73,T1|T11|T12,rhino named Ruby|slippery fish|rusty chainsaws,rhino named Ruby slippery fish rusty chainsaws
CHUNK6,chunk6_perm_074,74,T1|T11|T12,rhino named Ruby|slippery fish|flaming teddy bears,rhino named Ruby slippery fish flaming teddy bears
CHUNK6,chunk6_perm_075,75,T1|T11|T12,rhino named Ruby|slippery fish|ripe pineapples,rhino named Ruby slippery fish ripe pineapples
CHUNK6,chunk6_perm_076,76,T1|T11|T12,rhino named Ruby|slippery fish|hamsters in tiny tuxedos,rhino named Ruby slippery fish hamsters in tiny tuxedos
CHUNK6,chunk6_perm_077,77,T1|T11|T12,rhino named Ruby|slippery fish|polished bowling balls,rhino named Ruby slippery fish polished bowling balls
CHUNK6,chunk6_perm_078,78,T1|T11|T12,rhino named Ruby|slippery fish|rare medical books,rhino named Ruby slippery fish rare medical books
CHUNK6,chunk6_perm_079,79,T1|T11|T12,rhino named Ruby|slippery fish|office staplers,rhino named Ruby slippery fish office staplers
CHUNK6,chunk6_perm_080,80,T1|T11|T12,rhino named Ruby|buttered corn on the cob|open pitchers of milk,rhino named Ruby buttered corn on the cob open pitchers of milk
CHUNK6,chunk6_perm_081,81,T1|T11|T12,rhino named Ruby|buttered corn on the cob|vinyl records,rhino named Ruby buttered corn on the cob vinyl records
CHUNK6,chunk6_perm_082,82,T1|T11|T12,rhino named Ruby|buttered corn on the cob|venomous snakes,rhino named Ruby buttered corn on the cob venomous snakes
CHUNK6,chunk6_perm_083,83,T1|T11|T12,rhino named Ruby|buttered corn on the cob|rusty chainsaws,rhino named Ruby buttered corn on the cob rusty chainsaws
CHUNK6,chunk6_perm_084,84,T1|T11|T12,rhino named Ruby|buttered corn on the cob|flaming teddy bears,rhino named Ruby buttered corn on the cob flaming teddy bears
CHUNK6,chunk6_perm_085,85,T1|T11|T12,rhino named Ruby|buttered corn on the cob|ripe pineapples,rhino named Ruby buttered corn on the cob ripe pineapples
CHUNK6,chunk6_perm_086,86,T1|T11|T12,rhino named Ruby|buttered corn on the cob|hamsters in tiny tuxedos,rhino named Ruby buttered corn on the cob hamsters in tiny tuxedos
CHUNK6,chunk6_perm_087,87,T1|T11|T12,rhino named Ruby|buttered corn on the cob|polished bowling balls,rhino named Ruby buttered corn on the cob polished bowling balls
CHUNK6,chunk6_perm_088,88,T1|T11|T12,rhino named Ruby|buttered corn on the cob|rare medical books,rhino named Ruby buttered corn on the cob rare medical books
CHUNK6,chunk6_perm_089,89,T1|T11|T12,rhino named Ruby|buttered corn on the cob|office staplers,rhino named Ruby buttered corn on the cob office staplers
CHUNK6,chunk6_perm_090,90,T1|T11|T12,rhino named Ruby|leopards slugs|open pitchers of milk,rhino named Ruby leopards slugs open pitchers of milk
CHUNK6,chunk6_perm_091,91,T1|T11|T12,rhino named Ruby|leopards slugs|vinyl records,rhino named Ruby leopards slugs vinyl records
CHUNK6,chunk6_perm_092,92,T1|T11|T12,rhino named Ruby|leopards slugs|venomous snakes,rhino named Ruby leopards slugs venomous snakes
CHUNK6,chunk6_perm_093,93,T1|T11|T12,rhino named Ruby|leopards slugs|rusty chainsaws,rhino named Ruby leopards slugs rusty chainsaws
CHUNK6,chunk6_perm_094,94,T1|T11|T12,rhino named Ruby|leopards slugs|flaming teddy bears,rhino named Ruby leopards slugs flaming teddy bears
CHUNK6,chunk6_perm_095,95,T1|T11|T12,rhino named Ruby|leopards slugs|ripe pineapples,rhino named Ruby leopards slugs ripe pineapples
CHUNK6,chunk6_perm_096,96,T1|T11|T12,rhino named Ruby|leopards slugs|hamsters in tiny tuxedos,rhino named Ruby leopards slugs hamsters in tiny tuxedos
CHUNK6,chunk6_perm_097,97,T1|T11|T12,rhino named Ruby|leopards slugs|polished bowling balls,rhino named Ruby leopards slugs polished bowling balls
CHUNK6,chunk6_perm_098,98,T1|T11|T12,rhino named Ruby|leopards slugs|rare medical books,rhino named Ruby leopards slugs rare medical books
CHUNK6,chunk6_perm_099,99,T1|T11|T12,rhino named Ruby|leopards slugs|office staplers,rhino named Ruby leopards slugs office staplers
CHUNK6,chunk6_perm_100,100,T1|T11|T12,mouse named Maxine|newborn kittens|open pitchers of milk,mouse named Maxine newborn kittens open pitchers of milk
CHUNK6,chunk6_perm_101,101,T1|T11|T12,mouse named Maxine|newborn kittens|vinyl records,mouse named Maxine newborn kittens vinyl records
CHUNK6,chunk6_perm_102,102,T1|T11|T12,mouse named Maxine|newborn kittens|venomous snakes,mouse named Maxine newborn kittens venomous snakes
CHUNK6,chunk6_perm_103,103,T1|T11|T12,mouse named Maxine|newborn kittens|rusty chainsaws,mouse named Maxine newborn kittens rusty chainsaws
CHUNK6,chunk6_perm_104,104,T1|T11|T12,mouse named Maxine|newborn kittens|flaming teddy bears,mouse named Maxine newborn kittens flaming teddy bears
CHUNK6,chunk6_perm_105,105,T1|T11|T12,mouse named Maxine|newborn kittens|ripe pineapples,mouse named Maxine newborn kittens ripe pineapples
CHUNK6,chunk6_perm_106,106,T1|T11|T12,mouse named Maxine|newborn kittens|hamsters in tiny tuxedos,mouse named Maxine newborn kittens hamsters in tiny tuxedos
CHUNK6,chunk6_perm_107,107,T1|T11|T12,mouse named Maxine|newborn kittens|polished bowling balls,mouse named Maxine newborn kittens polished bowling balls
CHUNK6,chunk6_perm_108,108,T1|T11|T12,mouse named Maxine|newborn kittens|rare medical books,mouse named Maxine newborn kittens rare medical books
CHUNK6,chunk6_perm_109,109,T1|T11|T12,mouse named Maxine|newborn kittens|office staplers,mouse named Maxine newborn kittens office staplers
CHUNK6,chunk6_perm_110,110,T1|T11|T12,mouse named Maxine|plastic chickens|open pitchers of milk,mouse named Maxine plastic chickens open pitchers of milk
CHUNK6,chunk6_perm_111,111,T1|T11|T12,mouse named Maxine|plastic chickens|vinyl records,mouse named Maxine plastic chickens vinyl records
CHUNK6,chunk6_perm_112,112,T1|T11|T12,mouse named Maxine|plastic chickens|venomous snakes,mouse named Maxine plastic chickens venomous snakes
CHUNK6,chunk6_perm_113,113,T1|T11|T12,mouse named Maxine|plastic chickens|rusty chainsaws,mouse named Maxine plastic chickens rusty chainsaws
CHUNK6,chunk6_perm_114,114,T1|T11|T12,mouse named Maxine|plastic chickens|flaming teddy bears,mouse named Maxine plastic chickens flaming teddy bears
CHUNK6,chunk6_perm_115,115,T1|T11|T12,mouse named Maxine|plastic chickens|ripe pineapples,mouse named Maxine plastic chickens ripe pineapples
CHUNK6,chunk6_perm_116,116,T1|T11|T12,mouse named Maxine|plastic chickens|hamsters in tiny tuxedos,mouse named Maxine plastic chickens hamsters in tiny tuxedos
CHUNK6,chunk6_perm_117,117,T1|T11|T12,mouse named Maxine|plastic chickens|polished bowling balls,mouse named Maxine plastic chickens polished bowling balls
CHUNK6,chunk6_perm_118,118,T1|T11|T12,mouse named Maxine|plastic chickens|rare medical books,mouse named Maxine plastic chickens rare medical books
CHUNK6,chunk6_perm_119,119,T1|T11|T12,mouse named Maxine|plastic chickens|office staplers,mouse named Maxine plastic chickens office staplers
CHUNK6,chunk6_perm_120,120,T1|T11|T12,mouse named Maxine|live lobsters|open pitchers of milk,mouse named Maxine live lobsters open pitchers of milk
CHUNK6,chunk6_perm_121,121,T1|T11|T12,mouse named Maxine|live lobsters|vinyl records,mouse named Maxine live lobsters vinyl records
CHUNK6,chunk6_perm_122,122,T1|T11|T12,mouse named Maxine|live lobsters|venomous snakes,mouse named Maxine live lobsters venomous snakes
CHUNK6,chunk6_perm_123,123,T1|T11|T12,mouse named Maxine|live lobsters|rusty chainsaws,mouse named Maxine live lobsters rusty chainsaws
CHUNK6,chunk6_perm_124,124,T1|T11|T12,mouse named Maxine|live lobsters|flaming teddy bears,mouse named Maxine live lobsters flaming teddy bears
CHUNK6,chunk6_perm_125,125,T1|T11|T12,mouse named Maxine|live lobsters|ripe pineapples,mouse named Maxine live lobsters ripe pineapples
CHUNK6,chunk6_perm_126,126,T1|T11|T12,mouse named Maxine|live lobsters|hamsters in tiny tuxedos,mouse named Maxine live lobsters hamsters in tiny tuxedos
CHUNK6,chunk6_perm_127,127,T1|T11|T12,mouse named Maxine|live lobsters|polished bowling balls,mouse named Maxine live lobsters polished bowling balls
CHUNK6,chunk6_perm_128,128,T1|T11|T12,mouse named Maxine|live lobsters|rare medical books,mouse named Maxine live lobsters rare medical books
CHUNK6,chunk6_perm_129,129,T1|T11|T12,mouse named Maxine|live lobsters|office staplers,mouse named Maxine live lobsters office staplers
CHUNK6,chunk6_perm_130,130,T1|T11|T12,mouse named Maxine|king cobras|open pitchers of milk,mouse named Maxine king cobras open pitchers of milk
CHUNK6,chunk6_perm_131,131,T1|T11|T12,mouse named Maxine|king cobras|vinyl records,mouse named Maxine king cobras vinyl records
CHUNK6,chunk6_perm_132,132,T1|T11|T12,mouse named Maxine|king cobras|venomous snakes,mouse named Maxine king cobras venomous snakes
CHUNK6,chunk6_perm_133,133,T1|T11|T12,mouse named Maxine|king cobras|rusty chainsaws,mouse named Maxine king cobras rusty chainsaws
CHUNK6,chunk6_perm_134,134,T1|T11|T12,mouse named Maxine|king cobras|flaming teddy bears,mouse named Maxine king cobras flaming teddy bears
CHUNK6,chunk6_perm_135,135,T1|T11|T12,mouse named Maxine|king cobras|ripe pineapples,mouse named Maxine king cobras ripe pineapples
CHUNK6,chunk6_perm_136,136,T1|T11|T12,mouse named Maxine|king cobras|hamsters in tiny tuxedos,mouse named Maxine king cobras hamsters in tiny tuxedos
CHUNK6,chunk6_perm_137,137,T1|T11|T12,mouse named Maxine|king cobras|polished bowling balls,mouse named Maxine king cobras polished bowling balls
CHUNK6,chunk6_perm_138,138,T1|T11|T12,mouse named Maxine|king cobras|rare medical books,mouse named Maxine king cobras rare medical books
CHUNK6,chunk6_perm_139,139,T1|T11|T12,mouse named Maxine|king cobras|office staplers,mouse named Maxine king cobras office staplers
CHUNK6,chunk6_perm_140,140,T1|T11|T12,mouse named Maxine|Japanese flying squid|open pitchers of milk,mouse named Maxine Japanese flying squid open pitchers of milk
CHUNK6,chunk6_perm_141,141,T1|T11|T12,mouse named Maxine|Japanese flying squid|vinyl records,mouse named Maxine Japanese flying squid vinyl records
CHUNK6,chunk6_perm_142,142,T1|T11|T12,mouse named Maxine|Japanese flying squid|venomous snakes,mouse named Maxine Japanese flying squid venomous snakes
CHUNK6,chunk6_perm_143,143,T1|T11|T12,mouse named Maxine|Japanese flying squid|rusty chainsaws,mouse named Maxine Japanese flying squid rusty chainsaws
CHUNK6,chunk6_perm_144,144,T1|T11|T12,mouse named Maxine|Japanese flying squid|flaming teddy bears,mouse named Maxine Japanese flying squid flaming teddy bears
CHUNK6,chunk6_perm_145,145,T1|T11|T12,mouse named Maxine|Japanese flying squid|ripe pineapples,mouse named Maxine Japanese flying squid ripe pineapples
CHUNK6,chunk6_perm_146,146,T1|T11|T12,mouse named Maxine|Japanese flying squid|hamsters in tiny tuxedos,mouse named Maxine Japanese flying squid hamsters in tiny tuxedos
CHUNK6,chunk6_perm_147,147,T1|T11|T12,mouse named Maxine|Japanese flying squid|polished bowling balls,mouse named Maxine Japanese flying squid polished bowling balls
CHUNK6,chunk6_perm_148,148,T1|T11|T12,mouse named Maxine|Japanese flying squid|rare medical books,mouse named Maxine Japanese flying squid rare medical books
CHUNK6,chunk6_perm_149,149,T1|T11|T12,mouse named Maxine|Japanese flying squid|office staplers,mouse named Maxine Japanese flying squid office staplers
CHUNK6,chunk6_perm_150,150,T1|T11|T12,mouse named Maxine|carniverous plants|open pitchers of milk,mouse named Maxine carniverous plants open pitchers of milk
CHUNK6,chunk6_perm_151,151,T1|T11|T12,mouse named Maxine|carniverous plants|vinyl records,mouse named Maxine carniverous plants vinyl records
CHUNK6,chunk6_perm_152,152,T1|T11|T12,mouse named Maxine|carniverous plants|venomous snakes,mouse named Maxine carniverous plants venomous snakes
CHUNK6,chunk6_perm_153,153,T1|T11|T12,mouse named Maxine|carniverous plants|rusty chainsaws,mouse named Maxine carniverous plants rusty chainsaws
CHUNK6,chunk6_perm_154,154,T1|T11|T12,mouse named Maxine|carniverous plants|flaming teddy bears,mouse named Maxine carniverous plants flaming teddy bears
CHUNK6,chunk6_perm_155,155,T1|T11|T12,mouse named Maxine|carniverous plants|ripe pineapples,mouse named Maxine carniverous plants ripe pineapples
CHUNK6,chunk6_perm_156,156,T1|T11|T12,mouse named Maxine|carniverous plants|hamsters in tiny tuxedos,mouse named Maxine carniverous plants hamsters in tiny tuxedos
CHUNK6,chunk6_perm_157,157,T1|T11|T12,mouse named Maxine|carniverous plants|polished bowling balls,mouse named Maxine carniverous plants polished bowling balls
CHUNK6,chunk6_perm_158,158,T1|T11|T12,mouse named Maxine|carniverous plants|rare medical books,mouse named Maxine carniverous plants rare medical books
CHUNK6,chunk6_perm_159,159,T1|T11|T12,mouse named Maxine|carniverous plants|office staplers,mouse named Maxine carniverous plants office staplers
CHUNK6,chunk6_perm_160,160,T1|T11|T12,mouse named Maxine|pickled brains|open pitchers of milk,mouse named Maxine pickled brains open pitchers of milk
CHUNK6,chunk6_perm_161,161,T1|T11|T12,mouse named Maxine|pickled brains|vinyl records,mouse named Maxine pickled brains vinyl records
CHUNK6,chunk6_perm_162,162,T1|T11|T12,mouse named Maxine|pickled brains|venomous snakes,mouse named Maxine pickled brains venomous snakes
CHUNK6,chunk6_perm_163,163,T1|T11|T12,mouse named Maxine|pickled brains|rusty chainsaws,mouse named Maxine pickled brains rusty chainsaws
CHUNK6,chunk6_perm_164,164,T1|T11|T12,mouse named Maxine|pickled brains|flaming teddy bears,mouse named Maxine pickled brains flaming teddy bears
CHUNK6,chunk6_perm_165,165,T1|T11|T12,mouse named Maxine|pickled brains|ripe pineapples,mouse named Maxine pickled brains ripe pineapples
CHUNK6,chunk6_perm_166,166,T1|T11|T12,mouse named Maxine|pickled brains|hamsters in tiny tuxedos,mouse named Maxine pickled brains hamsters in tiny tuxedos
CHUNK6,chunk6_perm_167,167,T1|T11|T12,mouse named Maxine|pickled brains|polished bowling balls,mouse named Maxine pickled brains polished bowling balls
CHUNK6,chunk6_perm_168,168,T1|T11|T12,mouse named Maxine|pickled brains|rare medical books,mouse named Maxine pickled brains rare medical books
CHUNK6,chunk6_perm_169,169,T1|T11|T12,mouse named Maxine|pickled brains|office staplers,mouse named Maxine pickled brains office staplers
CHUNK6,chunk6_perm_170,170,T1|T11|T12,mouse named Maxine|slippery fish|open pitchers of milk,mouse named Maxine slippery fish open pitchers of milk
CHUNK6,chunk6_perm_171,171,T1|T11|T12,mouse named Maxine|slippery fish|vinyl records,mouse named Maxine slippery fish vinyl records
CHUNK6,chunk6_perm_172,172,T1|T11|T12,mouse named Maxine|slippery fish|venomous snakes,mouse named Maxine slippery fish venomous snakes
CHUNK6,chunk6_perm_173,173,T1|T11|T12,mouse named Maxine|slippery fish|rusty chainsaws,mouse named Maxine slippery fish rusty chainsaws
CHUNK6,chunk6_perm_174,174,T1|T11|T12,mouse named Maxine|slippery fish|flaming teddy bears,mouse named Maxine slippery fish flaming teddy bears
CHUNK6,chunk6_perm_175,175,T1|T11|T12,mouse named Maxine|slippery fish|ripe pineapples,mouse named Maxine slippery fish ripe pineapples
CHUNK6,chunk6_perm_176,176,T1|T11|T12,mouse named Maxine|slippery fish|hamsters in tiny tuxedos,mouse named Maxine slippery fish hamsters in tiny tuxedos
CHUNK6,chunk6_perm_177,177,T1|T11|T12,mouse named Maxine|slippery fish|polished bowling balls,mouse named Maxine slippery fish polished bowling balls
CHUNK6,chunk6_perm_178,178,T1|T11|T12,mouse named Maxine|slippery fish|rare medical books,mouse named Maxine slippery fish rare medical books
CHUNK6,chunk6_perm_179,179,T1|T11|T12,mouse named Maxine|slippery fish|office staplers,mouse named Maxine slippery fish office staplers
CHUNK6,chunk6_perm_180,180,T1|T11|T12,mouse named Maxine|buttered corn on the cob|open pitchers of milk,mouse named Maxine buttered corn on the cob open pitchers of milk
CHUNK6,chunk6_perm_181,181,T1|T11|T12,mouse named Maxine|buttered corn on the cob|vinyl records,mouse named Maxine buttered corn on the cob vinyl records
CHUNK6,chunk6_perm_182,182,T1|T11|T12,mouse named Maxine|buttered corn on the cob|venomous snakes,mouse named Maxine buttered corn on the cob venomous snakes
CHUNK6,chunk6_perm_183,183,T1|T11|T12,mouse named Maxine|buttered corn on the cob|rusty chainsaws,mouse named Maxine buttered corn on the cob rusty chainsaws
CHUNK6,chunk6_perm_184,184,T1|T11|T12,mouse named Maxine|buttered corn on the cob|flaming teddy bears,mouse named Maxine buttered corn on the cob flaming teddy bears
CHUNK6,chunk6_perm_185,185,T1|T11|T12,mouse named Maxine|buttered corn on the cob|ripe pineapples,mouse named Maxine buttered corn on the cob ripe pineapples
CHUNK6,chunk6_perm_186,186,T1|T11|T12,mouse named Maxine|buttered corn on the cob|hamsters in tiny tuxedos,mouse named Maxine buttered corn on the cob hamsters in tiny tuxedos
CHUNK6,chunk6_perm_187,187,T1|T11|T12,mouse named Maxine|buttered corn on the cob|polished bowling balls,mouse named Maxine buttered corn on the cob polished bowling balls
CHUNK6,chunk6_perm_188,188,T1|T11|T12,mouse named Maxine|buttered corn on the cob|rare medical books,mouse named Maxine buttered corn on the cob rare medical books
CHUNK6,chunk6_perm_189,189,T1|T11|T12,mouse named Maxine|buttered corn on the cob|office staplers,mouse named Maxine buttered corn on the cob office staplers
CHUNK6,chunk6_perm_190,190,T1|T11|T12,mouse named Maxine|leopards slugs|open pitchers of milk,mouse named Maxine leopards slugs open pitchers of milk
CHUNK6,chunk6_perm_191,191,T1|T11|T12,mouse named Maxine|leopards slugs|vinyl records,mouse named Maxine leopards slugs vinyl records
CHUNK6,chunk6_perm_192,192,T1|T11|T12,mouse named Maxine|leopards slugs|venomous snakes,mouse named Maxine leopards slugs venomous snakes
CHUNK6,chunk6_perm_193,193,T1|T11|T12,mouse named Maxine|leopards slugs|rusty chainsaws,mouse named Maxine leopards slugs rusty chainsaws
CHUNK6,chunk6_perm_194,194,T1|T11|T12,mouse named Maxine|leopards slugs|flaming teddy bears,mouse named Maxine leopards slugs flaming teddy bears
CHUNK6,chunk6_perm_195,195,T1|T11|T12,mouse named Maxine|leopards slugs|ripe pineapples,mouse named Maxine leopards slugs ripe pineapples
CHUNK6,chunk6_perm_196,196,T1|T11|T12,mouse named Maxine|leopards slugs|hamsters in tiny tuxedos,mouse named Maxine leopards slugs hamsters in tiny tuxedos
CHUNK6,chunk6_perm_197,197,T1|T11|T12,mouse named Maxine|leopards slugs|polished bowling balls,mouse named Maxine leopards slugs polished bowling balls
CHUNK6,chunk6_perm_198,198,T1|T11|T12,mouse named Maxine|leopards slugs|rare medical books,mouse named Maxine leopards slugs rare medical books
CHUNK6,chunk6_perm_199,199,T1|T11|T12,mouse named Maxine|leopards slugs|office staplers,mouse named Maxine leopards slugs office staplers
CHUNK6,chunk6_perm_200,200,T1|T11|T12,sloth named Sammy|newborn kittens|open pitchers of milk,sloth named Sammy newborn kittens open pitchers of milk
CHUNK6,chunk6_perm_201,201,T1|T11|T12,sloth named Sammy|newborn kittens|vinyl records,sloth named Sammy newborn kittens vinyl records
CHUNK6,chunk6_perm_202,202,T1|T11|T12,sloth named Sammy|newborn kittens|venomous snakes,sloth named Sammy newborn kittens venomous snakes
CHUNK6,chunk6_perm_203,203,T1|T11|T12,sloth named Sammy|newborn kittens|rusty chainsaws,sloth named Sammy newborn kittens rusty chainsaws
CHUNK6,chunk6_perm_204,204,T1|T11|T12,sloth named Sammy|newborn kittens|flaming teddy bears,sloth named Sammy newborn kittens flaming teddy bears
CHUNK6,chunk6_perm_205,205,T1|T11|T12,sloth named Sammy|newborn kittens|ripe pineapples,sloth named Sammy newborn kittens ripe pineapples
CHUNK6,chunk6_perm_206,206,T1|T11|T12,sloth named Sammy|newborn kittens|hamsters in tiny tuxedos,sloth named Sammy newborn kittens hamsters in tiny tuxedos
CHUNK6,chunk6_perm_207,207,T1|T11|T12,sloth named Sammy|newborn kittens|polished bowling balls,sloth named Sammy newborn kittens polished bowling balls
CHUNK6,chunk6_perm_208,208,T1|T11|T12,sloth named Sammy|newborn kittens|rare medical books,sloth named Sammy newborn kittens rare medical books
CHUNK6,chunk6_perm_209,209,T1|T11|T12,sloth named Sammy|newborn kittens|office staplers,sloth named Sammy newborn kittens office staplers
CHUNK6,chunk6_perm_210,210,T1|T11|T12,sloth named Sammy|plastic chickens|open pitchers of milk,sloth named Sammy plastic chickens open pitchers of milk
CHUNK6,chunk6_perm_211,211,T1|T11|T12,sloth named Sammy|plastic chickens|vinyl records,sloth named Sammy plastic chickens vinyl records
CHUNK6,chunk6_perm_212,212,T1|T11|T12,sloth named Sammy|plastic chickens|venomous snakes,sloth named Sammy plastic chickens venomous snakes
CHUNK6,chunk6_perm_213,213,T1|T11|T12,sloth named Sammy|plastic chickens|rusty chainsaws,sloth named Sammy plastic chickens rusty chainsaws
CHUNK6,chunk6_perm_214,214,T1|T11|T12,sloth named Sammy|plastic chickens|flaming teddy bears,sloth named Sammy plastic chickens flaming teddy bears
CHUNK6,chunk6_perm_215,215,T1|T11|T12,sloth named Sammy|plastic chickens|ripe pineapples,sloth named Sammy plastic chickens ripe pineapples
CHUNK6,chunk6_perm_216,216,T1|T11|T12,sloth named Sammy|plastic chickens|hamsters in tiny tuxedos,sloth named Sammy plastic chickens hamsters in tiny tuxedos
CHUNK6,chunk6_perm_217,217,T1|T11|T12,sloth named Sammy|plastic chickens|polished bowling balls,sloth named Sammy plastic chickens polished bowling balls
CHUNK6,chunk6_perm_218,218,T1|T11|T12,sloth named Sammy|plastic chickens|rare medical books,sloth named Sammy plastic chickens rare medical books
CHUNK6,chunk6_perm_219,219,T1|T11|T12,sloth named Sammy|plastic chickens|office staplers,sloth named Sammy plastic chickens office staplers
CHUNK6,chunk6_perm_220,220,T1|T11|T12,sloth named Sammy|live lobsters|open pitchers of milk,sloth named Sammy live lobsters open pitchers of milk
CHUNK6,chunk6_perm_221,221,T1|T11|T12,sloth named Sammy|live lobsters|vinyl records,sloth named Sammy live lobsters vinyl records
CHUNK6,chunk6_perm_222,222,T1|T11|T12,sloth named Sammy|live lobsters|venomous snakes,sloth named Sammy live lobsters venomous snakes
CHUNK6,chunk6_perm_223,223,T1|T11|T12,sloth named Sammy|live lobsters|rusty chainsaws,sloth named Sammy live lobsters rusty chainsaws
CHUNK6,chunk6_perm_224,224,T1|T11|T12,sloth named Sammy|live lobsters|flaming teddy bears,sloth named Sammy live lobsters flaming teddy bears
CHUNK6,chunk6_perm_225,225,T1|T11|T12,sloth named Sammy|live lobsters|ripe pineapples,sloth named Sammy live lobsters ripe pineapples
CHUNK6,chunk6_perm_226,226,T1|T11|T12,sloth named Sammy|live lobsters|hamsters in tiny tuxedos,sloth named Sammy live lobsters hamsters in tiny tuxedos
CHUNK6,chunk6_perm_227,227,T1|T11|T12,sloth named Sammy|live lobsters|polished bowling balls,sloth named Sammy live lobsters polished bowling balls
CHUNK6,chunk6_perm_228,228,T1|T11|T12,sloth named Sammy|live lobsters|rare medical books,sloth named Sammy live lobsters rare medical books
CHUNK6,chunk6_perm_229,229,T1|T11|T12,sloth named Sammy|live lobsters|office staplers,sloth named Sammy live lobsters office staplers
CHUNK6,chunk6_perm_230,230,T1|T11|T12,sloth named Sammy|king cobras|open pitchers of milk,sloth named Sammy king cobras open pitchers of milk
CHUNK6,chunk6_perm_231,231,T1|T11|T12,sloth named Sammy|king cobras|vinyl records,sloth named Sammy king cobras vinyl records
CHUNK6,chunk6_perm_232,232,T1|T11|T12,sloth named Sammy|king cobras|venomous snakes,sloth named Sammy king cobras venomous snakes
CHUNK6,chunk6_perm_233,233,T1|T11|T12,sloth named Sammy|king cobras|rusty chainsaws,sloth named Sammy king cobras rusty chainsaws
CHUNK6,chunk6_perm_234,234,T1|T11|T12,sloth named Sammy|king cobras|flaming teddy bears,sloth named Sammy king cobras flaming teddy bears
CHUNK6,chunk6_perm_235,235,T1|T11|T12,sloth named Sammy|king cobras|ripe pineapples,sloth named Sammy king cobras ripe pineapples
CHUNK6,chunk6_perm_236,236,T1|T11|T12,sloth named Sammy|king cobras|hamsters in tiny tuxedos,sloth named Sammy king cobras hamsters in tiny tuxedos
CHUNK6,chunk6_perm_237,237,T1|T11|T12,sloth named Sammy|king cobras|polished bowling balls,sloth named Sammy king cobras polished bowling balls
CHUNK6,chunk6_perm_238,238,T1|T11|T12,sloth named Sammy|king cobras|rare medical books,sloth named Sammy king cobras rare medical books
CHUNK6,chunk6_perm_239,239,T1|T11|T12,sloth named Sammy|king cobras|office staplers,sloth named Sammy king cobras office staplers
CHUNK6,chunk6_perm_240,240,T1|T11|T12,sloth named Sammy|Japanese flying squid|open pitchers of milk,sloth named Sammy Japanese flying squid open pitchers of milk
CHUNK6,chunk6_perm_241,241,T1|T11|T12,sloth named Sammy|Japanese flying squid|vinyl records,sloth named Sammy Japanese flying squid vinyl records
CHUNK6,chunk6_perm_242,242,T1|T11|T12,sloth named Sammy|Japanese flying squid|venomous snakes,sloth named Sammy Japanese flying squid venomous snakes
CHUNK6,chunk6_perm_243,243,T1|T11|T12,sloth named Sammy|Japanese flying squid|rusty chainsaws,sloth named Sammy Japanese flying squid rusty chainsaws
CHUNK6,chunk6_perm_244,244,T1|T11|T12,sloth named Sammy|Japanese flying squid|flaming teddy bears,sloth named Sammy Japanese flying squid flaming teddy bears
CHUNK6,chunk6_perm_245,245,T1|T11|T12,sloth named Sammy|Japanese flying squid|ripe pineapples,sloth named Sammy Japanese flying squid ripe pineapples
